user_id_raw,T,llm_strategies_openai
60191407,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
60329988,Ambivalence,"[""Replace with Other Activities""]"
60396849,Change Talk,"[""Physical Separation"", ""Willpower and Discipline""]"
60406124,Ambivalence,"[""Physical Separation"", ""Replace with Other Activities""]"
60444342,Change Talk,"[""Willpower and Discipline"", ""Replace with Other Activities""]"
60476328,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
60645899,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
60661224,Ambivalence,"[""Set Rules or Goals""]"
60755840,Persuasion,"[""Physical Separation"", ""Set Rules or Goals""]"
60855479,Change Talk,"[""Physical Separation"", ""Replace with Other Activities""]"
60871152,Change Talk,"[""Physical Separation"", ""Modify Notifications"", ""Set Rules or Goals""]"
60881235,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
60930050,Change Talk,"[""Set Rules or Goals"", ""Delete or Deactivate"", ""Willpower and Discipline""]"
61082652,Ambivalence,"[""Third-Party Blocker"", ""Set Rules or Goals""]"
61138653,Change Talk,"[""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
61236302,Change Talk,"[""Set Rules or Goals""]"
61252928,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
61260212,Change Talk,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities""]"
61285110,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
61335078,Change Talk,"[""Physical Separation""]"
61368173,Ambivalence,"[""Set Rules or Goals""]"
61526386,Persuasion,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
61604427,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Reduce Overall Phone Use""]"
61654848,Change Talk,"[""Replace with Other Activities"", ""Increase Access Friction""]"
61673433,Change Talk,"[""Physical Separation""]"
61708507,Change Talk,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
61734180,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
61738618,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
61751343,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
61889251,Change Talk,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
61936340,Change Talk,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
61956348,Ambivalence,"[""Willpower and Discipline""]"
62032687,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
62053410,Persuasion,"[""Third-Party Blocker"", ""Reduce Overall Phone Use"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
62059744,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
62072487,Persuasion,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
62074140,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
62131656,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
62158964,Persuasion,"[""Delete or Deactivate"", ""Increase Access Friction"", ""Physical Separation"", ""Set Rules or Goals""]"
62235773,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
62284385,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
62354514,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
62366572,Change Talk,"[""Delete or Deactivate""]"
62385850,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
62395546,Ambivalence,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
62404162,Persuasion,"[""Willpower and Discipline""]"
62433467,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
62513436,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Third-Party Blocker""]"
62522668,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
62588090,Change Talk,"[""Physical Separation""]"
62733452,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
62778481,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Third-Party Blocker""]"
62802972,Change Talk,"[""Delete or Deactivate"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
62855884,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Third-Party Blocker"", ""Willpower and Discipline""]"
62915727,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
63103084,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
63107318,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
63182836,Persuasion,"[""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
63360057,Ambivalence,"[""Set Rules or Goals""]"
63413269,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
63432194,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
63503172,Change Talk,"[""Modify Notifications"", ""Willpower and Discipline""]"
63513354,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
63530149,Persuasion,"[""Set Rules or Goals"", ""Social Accountability""]"
63530891,Persuasion,"[""Physical Separation"", ""Set Rules or Goals""]"
63587671,Persuasion,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
63623817,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
63644782,Ambivalence,"[""Physical Separation"", ""Replace with Other Activities""]"
63654715,Change Talk,"[""Physical Separation"", ""Modify Notifications"", ""Set Rules or Goals""]"
63680367,Change Talk,"[""Set Rules or Goals""]"
63712271,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
63716026,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
63750110,Persuasion,"[""Set Rules or Goals""]"
63761963,Change Talk,"[""Delete or Deactivate"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
63768690,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
63854663,Ambivalence,"[""Physical Separation"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
63873811,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
63905393,Persuasion,"[""Delete or Deactivate"", ""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
63914462,Persuasion,"[""Delete or Deactivate"", ""Third-Party Blocker"", ""Set Rules or Goals"", ""Increase Access Friction""]"
63920949,Persuasion,"[""Reduce Overall Phone Use"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
63943881,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
64018690,Persuasion,"[""Set Rules or Goals""]"
64083284,Ambivalence,"[""Physical Separation""]"
64107459,Ambivalence,"[""Set Rules or Goals""]"
64326327,Change Talk,"[""Physical Separation""]"
64632107,Change Talk,[]
64663304,Ambivalence,"[""Curate Feed/Content""]"
64702496,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Third-Party Blocker"", ""Willpower and Discipline""]"
64773130,Change Talk,"[""Set Rules or Goals""]"
64815573,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
64952709,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
64955510,Persuasion,"[""Modify Notifications"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
65008489,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
65092035,Persuasion,"[""Delete or Deactivate"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
65170178,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Social Accountability"", ""Willpower and Discipline""]"
65233106,Persuasion,"[""Set Rules or Goals""]"
65234287,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
65288867,Persuasion,"[""Built-in Tracking/Restriction"", ""Curate Feed/Content"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
65334006,Ambivalence,"[""Delete or Deactivate""]"
65347848,Change Talk,"[""Physical Separation"", ""Set Rules or Goals""]"
65409494,Ambivalence,"[""Replace with Other Activities""]"
65462647,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
65626022,Change Talk,"[""Delete or Deactivate"", ""Increase Access Friction"", ""Willpower and Discipline""]"
65681871,Change Talk,"[""Delete or Deactivate""]"
65685801,Persuasion,"[""Set Rules or Goals""]"
65740105,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
65752839,Ambivalence,"[""Physical Separation""]"
65787799,Change Talk,"[""Replace with Other Activities""]"
65790026,Ambivalence,"[""Built-in Tracking/Restriction"", ""Curate Feed/Content"", ""Set Rules or Goals""]"
65800441,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
65823011,Change Talk,"[""Set Rules or Goals""]"
65837055,Change Talk,"[""Set Rules or Goals""]"
66056615,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities""]"
66137740,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
66139069,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
66285421,Change Talk,"[""Delete or Deactivate"", ""Replace with Other Activities""]"
66327932,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
66398734,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
66427216,Change Talk,"[""Curate Feed/Content"", ""Set Rules or Goals""]"
66429769,Persuasion,"[""Set Rules or Goals"", ""Replace with Other Activities"", ""Third-Party Blocker""]"
66472401,Change Talk,"[""Built-in Tracking/Restriction""]"
66578099,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
66609974,Persuasion,"[""Set Rules or Goals""]"
66798514,Persuasion,"[""Physical Separation"", ""Set Rules or Goals"", ""Built-in Tracking/Restriction"", ""Willpower and Discipline""]"
66844870,Change Talk,"[""Third-Party Blocker"", ""Physical Separation"", ""Replace with Other Activities"", ""Increase Access Friction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
66896805,Change Talk,"[""Replace with Other Activities"", ""Willpower and Discipline""]"
66896931,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
67029227,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability""]"
67083733,Ambivalence,"[""Increase Access Friction"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
67092093,Ambivalence,"[""Curate Feed/Content""]"
67187002,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
67381812,Change Talk,"[""Replace with Other Activities""]"
67447686,Ambivalence,"[""Set Rules or Goals"", ""Physical Separation""]"
67460824,Change Talk,"[""Delete or Deactivate"", ""Reduce Overall Phone Use""]"
67513028,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
67552889,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Social Accountability""]"
67670878,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
67744650,Change Talk,"[""Set Rules or Goals""]"
67782285,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
67933062,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
68024721,Persuasion,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
68033030,Persuasion,"[""Set Rules or Goals""]"
68049820,Change Talk,"[""Physical Separation""]"
68143025,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
68173432,Ambivalence,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
68247723,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
68410976,Persuasion,[]
68471945,Change Talk,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
68603466,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
68608259,Ambivalence,"[""Modify Notifications""]"
68636750,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
68728502,Persuasion,"[""Set Rules or Goals""]"
68732727,Ambivalence,"[""Physical Separation"", ""Willpower and Discipline""]"
68842690,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
68884239,Ambivalence,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
68918500,Persuasion,"[""Set Rules or Goals""]"
68919971,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline"", ""Delete or Deactivate""]"
68942135,Change Talk,"[""Delete or Deactivate"", ""Social Accountability"", ""Set Rules or Goals""]"
68963155,Persuasion,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate"", ""Social Accountability""]"
69010166,Change Talk,"[""Willpower and Discipline""]"
69072337,Ambivalence,"[""Physical Separation"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
69115784,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
69118858,Persuasion,"[""Set Rules or Goals""]"
69163441,Persuasion,"[""Set Rules or Goals""]"
69213942,Change Talk,"[""Curate Feed/Content""]"
69347922,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
69358937,Ambivalence,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
69411779,Persuasion,"[""Third-Party Blocker"", ""Set Rules or Goals""]"
69704756,Change Talk,"[""Physical Separation"", ""Willpower and Discipline""]"
69811021,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use""]"
69872646,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
69988128,Ambivalence,"[""Replace with Other Activities""]"
70005348,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
70081473,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
70205637,Persuasion,[]
70215756,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
70225802,Change Talk,"[""Physical Separation"", ""Replace with Other Activities""]"
70238045,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
70292058,Persuasion,"[""Delete or Deactivate"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
70357434,Ambivalence,"[""Delete or Deactivate"", ""Increase Access Friction"", ""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
70394962,Ambivalence,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
70398420,Persuasion,"[""Set Rules or Goals""]"
70639475,Change Talk,"[""Set Rules or Goals""]"
70718506,Change Talk,"[""Replace with Other Activities"", ""Willpower and Discipline""]"
70730555,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
70767194,Change Talk,"[""Set Rules or Goals""]"
70797792,Change Talk,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
70940442,Ambivalence,"[""Modify Notifications"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
70951543,Persuasion,"[""Social Accountability"", ""Set Rules or Goals""]"
70954597,Persuasion,"[""Set Rules or Goals""]"
70996910,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
71075688,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
71109115,Change Talk,"[""Built-in Tracking/Restriction"", ""Increase Access Friction"", ""Modify Notifications"", ""Set Rules or Goals""]"
71184333,Ambivalence,"[""Set Rules or Goals"", ""Reduce Overall Phone Use""]"
71408320,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
71418062,Persuasion,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
71429386,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability""]"
71456335,Persuasion,"[""Social Accountability"", ""Increase Access Friction"", ""Set Rules or Goals""]"
71521289,Ambivalence,"[""Set Rules or Goals""]"
71805988,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
71951559,Ambivalence,"[""Set Rules or Goals""]"
72024462,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
72132107,Persuasion,"[""Third-Party Blocker"", ""Set Rules or Goals""]"
72169972,Ambivalence,"[""Physical Separation"", ""Reduce Overall Phone Use""]"
72368318,Ambivalence,"[""Delete or Deactivate"", ""Increase Access Friction""]"
72378313,Ambivalence,"[""Delete or Deactivate""]"
72464843,Ambivalence,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate"", ""Physical Separation"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
72473852,Ambivalence,"[""Physical Separation"", ""Reduce Overall Phone Use""]"
72505091,Persuasion,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
72517803,Ambivalence,"[""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
72556945,Persuasion,"[""Physical Separation"", ""Set Rules or Goals""]"
72590897,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
72607583,Persuasion,"[""Third-Party Blocker"", ""Curate Feed/Content"", ""Set Rules or Goals""]"
72710041,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
72766283,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
72949393,Change Talk,"[""Physical Separation"", ""Willpower and Discipline""]"
72988667,Change Talk,"[""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
73019935,Ambivalence,[]
73212814,Change Talk,"[""Willpower and Discipline""]"
73220843,Change Talk,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
73275913,Ambivalence,[]
73363170,Change Talk,"[""Physical Separation"", ""Set Rules or Goals""]"
73364606,Persuasion,"[""Set Rules or Goals""]"
73502972,Ambivalence,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
73519534,Persuasion,"[""Set Rules or Goals"", ""Increase Access Friction""]"
73587102,Change Talk,"[""Physical Separation"", ""Replace with Other Activities""]"
73642632,Persuasion,"[""Third-Party Blocker"", ""Set Rules or Goals""]"
73674744,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities""]"
73682177,Change Talk,"[""Replace with Other Activities""]"
73742707,Change Talk,"[""Set Rules or Goals""]"
73787448,Change Talk,"[""Physical Separation"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
73837298,Ambivalence,"[""Physical Separation""]"
73900420,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
73999531,Ambivalence,"[""Third-Party Blocker"", ""Set Rules or Goals""]"
74030806,Persuasion,"[""Set Rules or Goals"", ""Third-Party Blocker"", ""Willpower and Discipline""]"
74090005,Change Talk,"[""Physical Separation"", ""Set Rules or Goals""]"
74401939,Ambivalence,"[""Delete or Deactivate"", ""Curate Feed/Content""]"
74405626,Change Talk,"[""Replace with Other Activities""]"
74685857,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
74756141,Change Talk,"[""Modify Notifications"", ""Set Rules or Goals""]"
74882335,Change Talk,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
74939272,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
74981786,Persuasion,"[""Set Rules or Goals""]"
74991543,Change Talk,"[""Replace with Other Activities""]"
75023404,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
75070896,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
75144977,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
75258705,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
75313251,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
75340530,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
75343273,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
75431803,Change Talk,"[""Set Rules or Goals""]"
75437094,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
75559878,Persuasion,"[""Built-in Tracking/Restriction"", ""Modify Notifications"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
75572375,Ambivalence,[]
75682217,Ambivalence,"[""Set Rules or Goals""]"
75701257,Change Talk,"[""Willpower and Discipline""]"
75748705,Ambivalence,"[""Physical Separation"", ""Set Rules or Goals""]"
75764278,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
75838934,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
75866246,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
75967511,Change Talk,"[""Physical Separation""]"
76176987,Ambivalence,"[""Delete or Deactivate"", ""Increase Access Friction""]"
76368687,Change Talk,"[""Modify Notifications""]"
76408922,Ambivalence,"[""Physical Separation"", ""Set Rules or Goals""]"
76455616,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
76485355,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
76547267,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
76561142,Change Talk,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
76606210,Change Talk,"[""Physical Separation"", ""Set Rules or Goals""]"
76636642,Change Talk,"[""Physical Separation"", ""Willpower and Discipline""]"
76798194,Ambivalence,"[""Set Rules or Goals""]"
76814407,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
76940378,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
77031973,Change Talk,[]
77064982,Persuasion,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
77070993,Ambivalence,"[""Set Rules or Goals"", ""Replace with Other Activities""]"
77081871,Change Talk,"[""Increase Access Friction"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
77325137,Change Talk,"[""Set Rules or Goals"", ""Modify Notifications"", ""Replace with Other Activities""]"
77388223,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
77433360,Change Talk,"[""Delete or Deactivate"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
77458956,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
77473223,Persuasion,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
77507573,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability""]"
77510154,Persuasion,"[""Set Rules or Goals"", ""Physical Separation""]"
77639613,Ambivalence,"[""Set Rules or Goals"", ""Third-Party Blocker"", ""Willpower and Discipline""]"
77906440,Ambivalence,"[""Curate Feed/Content"", ""Willpower and Discipline""]"
77915217,Persuasion,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
77981987,Change Talk,[]
78007472,Change Talk,"[""Physical Separation""]"
78111180,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Social Accountability""]"
78126396,Ambivalence,"[""Set Rules or Goals""]"
78171938,Persuasion,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate""]"
78247574,Persuasion,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
78363721,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
78426653,Change Talk,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
78548838,Ambivalence,"[""Physical Separation"", ""Set Rules or Goals""]"
78556945,Persuasion,"[""Set Rules or Goals""]"
78617062,Ambivalence,[]
78714419,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
78767546,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
78809736,Ambivalence,"[""Set Rules or Goals""]"
78832977,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
78879093,Change Talk,[]
78961637,Ambivalence,"[""Set Rules or Goals"", ""Replace with Other Activities""]"
79053884,Change Talk,"[""Set Rules or Goals""]"
79098637,Change Talk,"[""Replace with Other Activities"", ""Social Accountability"", ""Willpower and Discipline""]"
79126774,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Third-Party Blocker"", ""Increase Access Friction""]"
79198286,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
79199524,Persuasion,"[""Set Rules or Goals""]"
79206277,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
79287037,Persuasion,"[""Set Rules or Goals""]"
79323120,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
79333189,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
79481718,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
79511870,Change Talk,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Set Rules or Goals"", ""Third-Party Blocker"", ""Willpower and Discipline""]"
79561429,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
79615422,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
79671319,Ambivalence,"[""Delete or Deactivate""]"
79672345,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability""]"
79732711,Ambivalence,"[""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
79757730,Persuasion,"[""Third-Party Blocker"", ""Physical Separation"", ""Set Rules or Goals""]"
79774815,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
79796109,Change Talk,"[""Set Rules or Goals""]"
79929270,Change Talk,"[""Set Rules or Goals""]"
80038969,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
80042235,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
